Protein ID,Gene name,Protein name,Genename_ProteinID,Mol. weight [Da],Sequence coverage [%],Peptides per protein,Unique peptides per protein
Q7Z4H3-2,HDDC2,HD domain-containing protein 2,HDDC2__Q7Z4H3-2,19550.0,78.8,10.0,10.0
Q7Z4H7-3,HAUS6,HAUS augmin-like complex subunit 6,HAUS6__Q7Z4H7-3,104310.0,23.9,19.0,19.0
Q7Z4H8,KDELC2,KDEL motif-containing protein 2,KDELC2__Q7Z4H8,58572.0,53.3,20.0,20.0
Q7Z4I7,LIMS2,LIM and senescent cell antigen-like-containing domain protein 2,LIMS2__Q7Z4I7,38916.0,43.7,14.0,1.0
Q7Z4I7-3,LIMS2,LIM and senescent cell antigen-like-containing domain protein 2,LIMS2__Q7Z4I7-3,38425.0,42.9,14.0,1.0
Q7Z4L5,TTC21B,Tetratricopeptide repeat protein 21B,TTC21B__Q7Z4L5,150940.0,11.4,11.0,11.0
Q7Z4N8,P4HA3,Prolyl 4-hydroxylase subunit alpha-3,P4HA3__Q7Z4N8,61126.0,43.8,17.0,17.0
Q7Z4Q2,HEATR3,HEAT repeat-containing protein 3,HEATR3__Q7Z4Q2,74582.0,34.1,18.0,18.0
Q7Z4R8,C6orf120,UPF0669 protein C6orf120,C6orf120__Q7Z4R8,20772.0,45.0,3.0,3.0
Q7Z4V5,HDGFRP2,Hepatoma-derived growth factor-related protein 2,HDGFRP2__Q7Z4V5,74316.0,33.7,20.0,
Q7Z4W1,DCXR,L-xylulose reductase,DCXR__Q7Z4W1,25913.0,90.6,19.0,2.0
Q7Z591-7,AKNA,AT-hook-containing transcription factor,AKNA__Q7Z591-7,141620.0,3.9,5.0,5.0
Q7Z5G4,GOLGA7,Golgin subfamily A member 7,GOLGA7__Q7Z5G4,15824.0,44.5,6.0,6.0
Q7Z5H3,ARHGAP22,Rho GTPase-activating protein 22,ARHGAP22__Q7Z5H3,76778.0,34.7,19.0,19.0
Q7Z5J4,RAI1,Retinoic acid-induced protein 1,RAI1__Q7Z5J4,203350.0,19.5,26.0,25.0
Q7Z5K2,WAPAL,Wings apart-like protein homolog,WAPAL__Q7Z5K2,132940.0,33.4,34.0,34.0
Q7Z5L2-2,R3HCC1L,Coiled-coil domain-containing protein R3HCC1L,R3HCC1L__Q7Z5L2-2,86293.0,8.5,4.0,4.0
Q7Z5L7,PODN,Podocan,PODN__Q7Z5L7,68975.0,53.7,26.0,26.0
Q7Z5L9-2,IRF2BP2,Interferon regulatory factor 2-binding protein 2,IRF2BP2__Q7Z5L9-2,59480.0,61.5,24.0,21.0
Q7Z5P4,HSD17B13,17-beta-hydroxysteroid dehydrogenase 13,HSD17B13__Q7Z5P4,33655.0,77.7,22.0,22.0
Q7Z5R6,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,APBB1IP__Q7Z5R6,73182.0,30.2,17.0,17.0
Q7Z5Y7,KCTD20,BTB/POZ domain-containing protein KCTD20,KCTD20__Q7Z5Y7,47480.0,13.6,5.0,5.0
Q7Z614,SNX20,Sorting nexin-20,SNX20__Q7Z614,36177.0,13.6,4.0,4.0
Q7Z6B0-2,CCDC91,Coiled-coil domain-containing protein 91,CCDC91__Q7Z6B0-2,47067.0,28.7,12.0,12.0
Q7Z6B7-2,SRGAP1,SLIT-ROBO Rho GTPase-activating protein 1,SRGAP1__Q7Z6B7-2,121590.0,34.1,31.0,26.0
Q7Z6E9,RBBP6,E3 ubiquitin-protein ligase RBBP6,RBBP6__Q7Z6E9,201560.0,17.5,27.0,27.0
Q7Z6I6,ARHGAP30,Rho GTPase-activating protein 30,ARHGAP30__Q7Z6I6,118580.0,25.5,22.0,22.0
Q7Z6I8,C5orf24,UPF0461 protein C5orf24,C5orf24__Q7Z6I8,20132.0,29.8,4.0,4.0
Q7Z6J0,SH3RF1,E3 ubiquitin-protein ligase SH3RF1,SH3RF1__Q7Z6J0,93128.0,13.5,9.0,8.0
Q7Z6J4,FGD2,"FYVE, RhoGEF and PH domain-containing protein 2",FGD2__Q7Z6J4,74891.0,42.3,18.0,18.0
Q7Z6K3,PTAR1,Protein prenyltransferase alpha subunit repeat-containing protein 1,PTAR1__Q7Z6K3,46405.0,21.6,9.0,9.0
Q7Z6L1,TECPR1,Tectonin beta-propeller repeat-containing protein 1,TECPR1__Q7Z6L1,129690.0,11.2,8.0,8.0
Q7Z6M1,RABEPK,Rab9 effector protein with kelch motifs,RABEPK__Q7Z6M1,40564.0,58.1,17.0,17.0
S4R3N6,MILR1,Allergin-1,MILR1__S4R3N6,9886.8,20.2,1.0,1.0
Q7Z6M4,MTERF4,"Transcription termination factor 4, mitochondrial",MTERF4__Q7Z6M4,43957.0,18.4,6.0,6.0
Q7Z6Z7-3,HUWE1,E3 ubiquitin-protein ligase HUWE1,HUWE1__Q7Z6Z7-3,481010.0,42.8,138.0,133.0
Q7Z739,YTHDF3,YTH domain-containing family protein 3,YTHDF3__Q7Z739,63860.0,41.2,19.0,12.0
Q7Z7A1-5,CNTRL,Centriolin,CNTRL__Q7Z7A1-5,268240.0,9.2,20.0,20.0
Q7Z7A3,CTU1,Cytoplasmic tRNA 2-thiolation protein 1,CTU1__Q7Z7A3,36450.0,21.6,5.0,5.0
Q7Z7B0-2,FILIP1,Filamin-A-interacting protein 1,FILIP1__Q7Z7B0-2,134860.0,34.7,37.0,37.0
Q7Z7C8,TAF8,Transcription initiation factor TFIID subunit 8,TAF8__Q7Z7C8,34262.0,28.1,7.0,7.0
Q7Z7E8,UBE2Q1,Ubiquitin-conjugating enzyme E2 Q1,UBE2Q1__Q7Z7E8,46126.0,18.2,7.0,5.0
Q7Z7F0-2,KIAA0907,UPF0469 protein KIAA0907,KIAA0907__Q7Z7F0-2,59137.0,14.2,6.0,6.0
Q7Z7F7,MRPL55,"39S ribosomal protein L55, mitochondrial",MRPL55__Q7Z7F7,15128.0,36.7,4.0,2.0
Q7Z7G8-2,VPS13B,Vacuolar protein sorting-associated protein 13B,VPS13B__Q7Z7G8-2,445980.0,5.5,21.0,21.0
Q7Z7H5,TMED4,Transmembrane emp24 domain-containing protein 4,TMED4__Q7Z7H5,25943.0,42.3,8.0,6.0
Q7Z7H8,MRPL10,"39S ribosomal protein L10, mitochondrial",MRPL10__Q7Z7H8,29282.0,43.3,8.0,8.0
Q7Z7K0,CMC1,COX assembly mitochondrial protein homolog,CMC1__Q7Z7K0,12490.0,43.4,4.0,2.0
Q7Z7K6,CENPV,Centromere protein V,CENPV__Q7Z7K6,29946.0,56.7,9.0,1.0
Q7Z7K6-3,CENPV,Centromere protein V,CENPV__Q7Z7K6-3,29730.0,56.2,9.0,1.0
Q7Z7L1,SLFN11,Schlafen family member 11,SLFN11__Q7Z7L1,102830.0,22.5,18.0,10.0
Q7Z7L7,ZER1,Protein zer-1 homolog,ZER1__Q7Z7L7,88169.0,13.6,9.0,9.0
Q7Z7L8,C11orf96,Uncharacterized protein C11orf96,C11orf96__Q7Z7L8,46113.0,27.4,7.0,7.0
Q7Z7M0,MEGF8,Multiple epidermal growth factor-like domains protein 8,MEGF8__Q7Z7M0,303100.0,3.3,7.0,7.0
Q7Z7M9,GALNT5,Polypeptide N-acetylgalactosaminyltransferase 5,GALNT5__Q7Z7M9,106260.0,22.0,19.0,19.0
Q7Z7N9,TMEM179B,Transmembrane protein 179B,TMEM179B__Q7Z7N9,23550.0,28.3,5.0,5.0
Q86SF2,GALNT7,N-acetylgalactosaminyltransferase 7,GALNT7__Q86SF2,75388.0,41.9,25.0,25.0
Q86SK9-2,SCD5,Stearoyl-CoA desaturase 5,SCD5__Q86SK9-2,28982.0,20.7,6.0,6.0
Q86SQ0,PHLDB2,Pleckstrin homology-like domain family B member 2,PHLDB2__Q86SQ0,142160.0,45.4,49.0,4.0
Q86SQ0-3,PHLDB2,Pleckstrin homology-like domain family B member 2,PHLDB2__Q86SQ0-3,139970.0,44.5,46.0,1.0
Q86SQ4-4,GPR126,G-protein coupled receptor 126,GPR126__Q86SQ4-4,136880.0,5.8,5.0,5.0
Q86SQ9-3,DHDDS,Dehydrodolichyl diphosphate syntase complex subunit DHDDS,DHDDS__Q86SQ9-3,34264.0,21.8,7.0,7.0
Q86SR1,GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10,GALNT10__Q86SR1,68991.0,36.0,17.0,16.0
Q86SX3-6,C14orf80,Uncharacterized protein C14orf80,C14orf80__Q86SX3-6,47031.0,12.7,4.0,4.0
Q86SX6,GLRX5,"Glutaredoxin-related protein 5, mitochondrial",GLRX5__Q86SX6,16628.0,41.4,5.0,5.0
Q86SZ2,TRAPPC6B,Trafficking protein particle complex subunit 6B,TRAPPC6B__Q86SZ2,17983.0,83.5,13.0,13.0
Q86T03,TMEM55B,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",TMEM55B__Q86T03,29469.0,23.1,5.0,5.0
Q86T13,CLEC14A,C-type lectin domain family 14 member A,CLEC14A__Q86T13,51635.0,12.7,5.0,5.0
Q86T24,ZBTB33,Transcriptional regulator Kaiso,ZBTB33__Q86T24,74484.0,9.1,5.0,5.0
Q86TA1,MOB3B,MOB kinase activator 3B,MOB3B__Q86TA1,25463.0,14.4,3.0,1.0
Q86TB9,PATL1,Protein PAT1 homolog 1,PATL1__Q86TB9,86849.0,29.1,20.0,16.0
Q86TC9-2,MYPN,Myopalladin,MYPN__Q86TC9-2,114690.0,14.7,13.0,1.0
Q86TI0,TBC1D1,TBC1 domain family member 1,TBC1D1__Q86TI0,133080.0,26.8,27.0,25.0
Q86TI2,DPP9,Dipeptidyl peptidase 9,DPP9__Q86TI2,98262.0,36.7,25.0,1.0
Q86TM3,DDX53,Probable ATP-dependent RNA helicase DDX53,DDX53__Q86TM3,71153.0,5.5,3.0,3.0
Q86TM6-2,SYVN1,E3 ubiquitin-protein ligase synoviolin,SYVN1__Q86TM6-2,61731.0,22.3,11.0,11.0
Q86TN4,TRPT1,tRNA 2-phosphotransferase 1,TRPT1__Q86TN4,27742.0,28.5,5.0,3.0
Q86TP1,PRUNE,Protein prune homolog,PRUNE__Q86TP1,50199.0,30.0,11.0,11.0
Q86TS9-3,MRPL52,"39S ribosomal protein L52, mitochondrial",MRPL52__Q86TS9-3,13592.0,41.8,2.0,2.0
Q86TU7,SETD3,Histone-lysine N-methyltransferase setd3,SETD3__Q86TU7,67256.0,36.7,20.0,20.0
Q86TV6,TTC7B,Tetratricopeptide repeat protein 7B,TTC7B__Q86TV6,94178.0,25.4,18.0,15.0
Q86TW2-2,ADCK1,Uncharacterized aarF domain-containing protein kinase 1,ADCK1__Q86TW2-2,59719.0,16.4,6.0,6.0
Q86TX2,ACOT1,Acyl-coenzyme A thioesterase 1,ACOT1__Q86TX2,46277.0,77.2,25.0,1.0
Q86U17,SERPINA11,Serpin A11,SERPINA11__Q86U17,46989.0,24.6,10.0,10.0
Q86U28,ISCA2,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",ISCA2__Q86U28,16476.0,62.3,8.0,8.0
Q86U38,NOP9,Nucleolar protein 9,NOP9__Q86U38,69437.0,38.1,18.0,18.0
Q86U42-2,PABPN1,Polyadenylate-binding protein 2,PABPN1__Q86U42-2,31496.0,55.1,12.0,4.0
Q86U44,METTL3,N6-adenosine-methyltransferase 70 kDa subunit,METTL3__Q86U44,64473.0,47.2,21.0,21.0
Q86U70-3,LDB1,LIM domain-binding protein 1,LDB1__Q86U70-3,36427.0,12.3,3.0,2.0
Q86U86-5,PBRM1,Protein polybromo-1,PBRM1__Q86U86-5,182120.0,31.7,43.0,43.0
Q86U90,YRDC,"YrdC domain-containing protein, mitochondrial",YRDC__Q86U90,29328.0,24.7,5.0,5.0
Q86UA1,PRPF39,Pre-mRNA-processing factor 39,PRPF39__Q86UA1,78429.0,31.7,17.0,17.0
Q86UA6-3,RPAIN,RPA-interacting protein,RPAIN__Q86UA6-3,16525.0,7.7,1.0,1.0
Q86UB9-2,TMEM135,Transmembrane protein 135,TMEM135__Q86UB9-2,49913.0,32.1,13.0,3.0
Q86UD1,OAF,Out at first protein homolog,OAF__Q86UD1,30688.0,15.8,4.0,4.0
Q86UE4,MTDH,Protein LYRIC,MTDH__Q86UE4,63836.0,55.2,27.0,21.0
Q86UE8-3,TLK2,Serine/threonine-protein kinase tousled-like 2,TLK2__Q86UE8-3,82347.0,25.9,16.0,10.0
Q86UF1,TSPAN33,Tetraspanin-33,TSPAN33__Q86UF1,31538.0,7.8,2.0,2.0
Q86UK7-2,ZNF598,Zinc finger protein 598,ZNF598__Q86UK7-2,97805.0,31.6,21.0,21.0
Q86UL3,AGPAT6,Glycerol-3-phosphate acyltransferase 4,AGPAT6__Q86UL3,52070.0,24.3,9.0,7.0
Q86UP2,KTN1,Kinectin,KTN1__Q86UP2,156270.0,66.6,85.0,84.0
Q86UR1,NOXA1,NADPH oxidase activator 1,NOXA1__Q86UR1,50933.0,8.8,4.0,4.0
Q86US8,SMG6,Telomerase-binding protein EST1A,SMG6__Q86US8,160460.0,15.9,19.0,17.0
Q86UT6,NLRX1,NLR family member X1,NLRX1__Q86UT6,107610.0,33.0,26.0,26.0
Q86UU1-2,PHLDB1,Pleckstrin homology-like domain family B member 1,PHLDB1__Q86UU1-2,144740.0,42.0,44.0,43.0
Q86UV5,USP48,Ubiquitin carboxyl-terminal hydrolase 48,USP48__Q86UV5,119030.0,26.2,23.0,23.0
Q86UW1,SLC51A,Organic solute transporter subunit alpha,SLC51A__Q86UW1,37735.0,7.6,2.0,2.0
Q86UW2,SLC51B,Organic solute transporter subunit beta,SLC51B__Q86UW2,14346.0,13.3,1.0,1.0
Q86UX6,STK32C,Serine/threonine-protein kinase 32C,STK32C__Q86UX6,54994.0,15.8,6.0,6.0
Q86UX7-2,FERMT3,Fermitin family homolog 3,FERMT3__Q86UX7-2,75429.0,62.7,34.0,33.0
Q86UY6,NAA40,N-alpha-acetyltransferase 40,NAA40__Q86UY6,27194.0,13.1,3.0,3.0
Q86UY8-2,NT5DC3,5-nucleotidase domain-containing protein 3,NT5DC3__Q86UY8-2,54664.0,22.6,11.0,11.0
Q86V21,AACS,Acetoacetyl-CoA synthetase,AACS__Q86V21,75143.0,28.6,17.0,8.0
Q86V24,ADIPOR2,Adiponectin receptor protein 2,ADIPOR2__Q86V24,43883.0,4.9,2.0,2.0
Q86V48,LUZP1,Leucine zipper protein 1,LUZP1__Q86V48,120270.0,57.1,53.0,53.0
Q86V85,GPR180,Integral membrane protein GPR180,GPR180__Q86V85,49395.0,12.5,4.0,4.0
Q86V87,FAM160B2,Protein FAM160B2,FAM160B2__Q86V87,82339.0,15.5,10.0,9.0
Q86VB7,CD163,Scavenger receptor cysteine-rich type 1 protein M130,CD163__Q86VB7,125450.0,22.3,23.0,1.0
Q86VD7,SLC25A42,Mitochondrial coenzyme A transporter SLC25A42,SLC25A42__Q86VD7,35409.0,28.6,7.0,7.0
Q86VE0,MYPOP,"Myb-related transcription factor, partner of profilin",MYPOP__Q86VE0,42508.0,5.8,1.0,1.0
Q86VE9-3,SERINC5,Serine incorporator 5,SERINC5__Q86VE9-3,46373.0,7.2,3.0,3.0
Q86VI3,IQGAP3,Ras GTPase-activating-like protein IQGAP3,IQGAP3__Q86VI3,184700.0,28.3,38.0,35.0
Q86VN1,VPS36,Vacuolar protein-sorting-associated protein 36,VPS36__Q86VN1,43816.0,56.2,19.0,19.0
Q86VP1-2,TAX1BP1,Tax1-binding protein 1,TAX1BP1__Q86VP1-2,86256.0,40.3,27.0,1.0
Q86VP6,CAND1,Cullin-associated NEDD8-dissociated protein 1,CAND1__Q86VP6,136370.0,52.8,58.0,56.0
Q86VR2,FAM134C,Protein FAM134C,FAM134C__Q86VR2,51396.0,32.4,9.0,9.0
Q86VS8,HOOK3,Protein Hook homolog 3,HOOK3__Q86VS8,83125.0,47.4,31.0,30.0
Q86VU5,COMTD1,Catechol O-methyltransferase domain-containing protein 1,COMTD1__Q86VU5,28808.0,60.7,11.0,11.0
Q86VW0,SESTD1,SEC14 domain and spectrin repeat-containing protein 1,SESTD1__Q86VW0,79347.0,20.0,13.0,13.0
Q86VW2-3,ARHGEF25,Rho guanine nucleotide exchange factor 25,ARHGEF25__Q86VW2-3,68113.0,8.9,4.0,4.0
Q86VX2-2,COMMD7,COMM domain-containing protein 7,COMMD7__Q86VX2-2,22412.0,37.7,6.0,6.0
Q86VY4,TSPYL5,Testis-specific Y-encoded-like protein 5,TSPYL5__Q86VY4,45143.0,33.6,12.0,12.0
Q86VY9,TMEM200A,Transmembrane protein 200A,TMEM200A__Q86VY9,54355.0,40.7,14.0,14.0
Q86VZ5,SGMS1,Phosphatidylcholine:ceramide cholinephosphotransferase 1,SGMS1__Q86VZ5,49207.0,9.5,4.0,4.0
Q86W26,NLRP10,"NACHT, LRR and PYD domains-containing protein 10",NLRP10__Q86W26,75031.0,4.4,3.0,3.0
Q86W42,THOC6,THO complex subunit 6 homolog,THOC6__Q86W42,37535.0,71.0,17.0,17.0
Q86W50,METTL16,Methyltransferase-like protein 16,METTL16__Q86W50,63620.0,19.6,10.0,10.0
Q86W56-2,PARG,Poly(ADP-ribose) glycohydrolase,PARG__Q86W56-2,102310.0,16.3,11.0,11.0
Q86W92-4,PPFIBP1,Liprin-beta-1,PPFIBP1__Q86W92-4,110300.0,52.7,45.0,
Q86W92-2,PPFIBP1,Liprin-beta-1,PPFIBP1__Q86W92-2,113180.0,52.1,46.0,3.0
Q86WA6,BPHL,Valacyclovir hydrolase,BPHL__Q86WA6,32542.0,57.4,15.0,15.0
Q86WA8,LONP2,"Lon protease homolog 2, peroxisomal",LONP2__Q86WA8,94615.0,44.1,30.0,30.0
Q86WA9,SLC26A11,Sodium-independent sulfate anion transporter,SLC26A11__Q86WA9,65298.0,19.0,8.0,8.0
Q86WB7-2,UNC93A,Protein unc-93 homolog A,UNC93A__Q86WB7-2,45720.0,5.3,1.0,1.0
Q86WC4,OSTM1,Osteopetrosis-associated transmembrane protein 1,OSTM1__Q86WC4,37256.0,11.4,4.0,4.0
Q86WG5,SBF2,Myotubularin-related protein 13,SBF2__Q86WG5,208460.0,19.1,29.0,28.0
Q86WI1,PKHD1L1,Fibrocystin-L,PKHD1L1__Q86WI1,465730.0,4.3,13.0,12.0
Q86WJ1-2,CHD1L,Chromodomain-helicase-DNA-binding protein 1-like,CHD1L__Q86WJ1-2,90238.0,27.5,21.0,21.0
Q86WK9,PAQR7,Membrane progestin receptor alpha,PAQR7__Q86WK9,39719.0,8.7,2.0,2.0
Q86WN1,FCHSD1,F-BAR and double SH3 domains protein 1,FCHSD1__Q86WN1,76941.0,19.9,11.0,11.0
Q86WQ0,NR2C2AP,Nuclear receptor 2C2-associated protein,NR2C2AP__Q86WQ0,15876.0,49.6,5.0,5.0
Q86WR0,CCDC25,Coiled-coil domain-containing protein 25,CCDC25__Q86WR0,24479.0,48.1,10.0,10.0
Q86WR7,PROSER2,Proline and serine-rich protein 2,PROSER2__Q86WR7,45801.0,16.3,6.0,6.0
Q86WU2-2,LDHD,"Probable D-lactate dehydrogenase, mitochondrial",LDHD__Q86WU2-2,52144.0,70.7,22.0,22.0
Q86WV1-2,SKAP1,Src kinase-associated phosphoprotein 1,SKAP1__Q86WV1-2,41333.0,26.5,8.0,8.0
Q86WV6,TMEM173,Stimulator of interferon genes protein,TMEM173__Q86WV6,42192.0,53.8,14.0,14.0
Q86WX3,RPS19BP1,Active regulator of SIRT1,RPS19BP1__Q86WX3,15434.0,38.2,5.0,5.0
Q86X02,CDR2L,Cerebellar degeneration-related protein 2-like,CDR2L__Q86X02,53010.0,34.8,15.0,15.0
Q86X10,RALGAPB,Ral GTPase-activating protein subunit beta,RALGAPB__Q86X10,166800.0,26.6,31.0,1.0
Q86X27,RALGPS2,Ras-specific guanine nucleotide-releasing factor RalGPS2,RALGPS2__Q86X27,65166.0,26.6,14.0,14.0
S4R3V8,LSR,Lipolysis-stimulated lipoprotein receptor,LSR__S4R3V8,66175.0,36.3,18.0,1.0
Q86X52,CHSY1,Chondroitin sulfate synthase 1,CHSY1__Q86X52,91783.0,16.6,11.0,11.0
Q86X53,ERICH1,Glutamate-rich protein 1,ERICH1__Q86X53,48984.0,14.9,5.0,5.0
Q86X55-1,CARM1,Histone-arginine methyltransferase CARM1,CARM1__Q86X55-1,63459.0,32.1,16.0,16.0
Q86X76-2,NIT1,Nitrilase homolog 1,NIT1__Q86X76-2,31858.0,80.4,18.0,18.0
Q86X83,COMMD2,COMM domain-containing protein 2,COMMD2__Q86X83,22745.0,65.3,9.0,4.0
Q86XC5,TMEM97,,TMEM97__Q86XC5,8218.7,39.1,2.0,1.0
Q86XE3,MICU3,"Calcium uptake protein 3, mitochondrial",MICU3__Q86XE3,60711.0,17.9,9.0,9.0
Q86XE5,HOGA1,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial",HOGA1__Q86XE5,35248.0,42.2,12.0,6.0
Q86XI2,NCAPG2,Condensin-2 complex subunit G2,NCAPG2__Q86XI2,130960.0,13.0,12.0,12.0
Q86XI6,PPP1R3B,Protein phosphatase 1 regulatory subunit 3B,PPP1R3B__Q86XI6,32695.0,29.5,7.0,7.0
Q86XK2-6,FBXO11,F-box only protein 11,FBXO11__Q86XK2-6,94055.0,12.6,8.0,8.0
Q86XL3,ANKLE2,Ankyrin repeat and LEM domain-containing protein 2,ANKLE2__Q86XL3,104110.0,51.1,38.0,38.0
Q86XP1-2,DGKH,Diacylglycerol kinase eta,DGKH__Q86XP1-2,128030.0,12.4,8.0,8.0
Q86XP3,DDX42,ATP-dependent RNA helicase DDX42,DDX42__Q86XP3,102970.0,51.0,36.0,3.0
Q86XP3-2,DDX42,ATP-dependent RNA helicase DDX42,DDX42__Q86XP3-2,90067.0,54.2,34.0,1.0
Q86XR7-2,TICAM2,TIR domain-containing adapter molecule 2,TICAM2__Q86XR7-2,46172.0,37.9,12.0,12.0
Q86XX4-2,FRAS1,Extracellular matrix protein FRAS1,FRAS1__Q86XX4-2,443630.0,8.3,22.0,22.0
Q86XZ4,SPATS2,Spermatogenesis-associated serine-rich protein 2,SPATS2__Q86XZ4,59544.0,38.9,15.0,15.0
Q86Y07,VRK2,Serine/threonine-protein kinase VRK2,VRK2__Q86Y07,58140.0,35.0,15.0,15.0
Q86Y37,CACUL1,CDK2-associated and cullin domain-containing protein 1,CACUL1__Q86Y37,41063.0,23.0,6.0,6.0
Q86Y38,XYLT1,Xylosyltransferase 1,XYLT1__Q86Y38,107570.0,5.4,5.0,5.0
Q86Y39,NDUFA11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,NDUFA11__Q86Y39,14852.0,56.0,5.0,5.0
Q86Y56,DNAAF5,"Dynein assembly factor 5, axonemal",DNAAF5__Q86Y56,93520.0,47.5,30.0,30.0
Q86Y79,PTRH1,Probable peptidyl-tRNA hydrolase,PTRH1__Q86Y79,22936.0,35.5,5.0,5.0
Q86Y82,STX12,Syntaxin-12,STX12__Q86Y82,31642.0,57.2,12.0,12.0
Q86YB7,ECHDC2,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",ECHDC2__Q86YB7,31126.0,63.7,16.0,16.0
Q86YB8,ERO1LB,ERO1-like protein beta,ERO1LB__Q86YB8,53543.0,21.6,9.0,8.0
Q86YD1,PTOV1,Prostate tumor-overexpressed gene 1 protein,PTOV1__Q86YD1,46868.0,37.5,11.0,4.0
Q86YH6,PDSS2,Decaprenyl-diphosphate synthase subunit 2,PDSS2__Q86YH6,44128.0,40.1,13.0,13.0
Q86YJ6-4,THNSL2,Threonine synthase-like 2,THNSL2__Q86YJ6-4,47428.0,31.0,9.0,3.0
Q86YM7,HOMER1,Homer protein homolog 1,HOMER1__Q86YM7,40276.0,30.2,10.0,7.0
Q86YN1,DOLPP1,Dolichyldiphosphatase 1,DOLPP1__Q86YN1,27030.0,13.4,3.0,3.0
Q86YP4,GATAD2A,Transcriptional repressor p66-alpha,GATAD2A__Q86YP4,68062.0,54.5,28.0,26.0
Q86YQ8,CPNE8,Copine-8,CPNE8__Q86YQ8,63107.0,39.5,19.0,18.0
Q86YS3,RAB11FIP4,Rab11 family-interacting protein 4,RAB11FIP4__Q86YS3,71927.0,17.6,9.0,8.0
Q86YS6,RAB43,Ras-related protein Rab-43,RAB43__Q86YS6,23339.0,67.5,13.0,11.0
Q86YS7-3,C2CD5,C2 domain-containing protein 5,C2CD5__Q86YS7-3,116030.0,33.7,25.0,25.0
Q86YT5-2,SLC13A5,Solute carrier family 13 member 5,SLC13A5__Q86YT5-2,58110.0,15.5,8.0,8.0
Q86YT6,MIB1,E3 ubiquitin-protein ligase MIB1,MIB1__Q86YT6,110130.0,24.6,19.0,19.0
Q86YV0,RASAL3,RAS protein activator like-3,RASAL3__Q86YV0,111900.0,43.1,35.0,35.0
Q86YV5,SGK223,Tyrosine-protein kinase SgK223,SGK223__Q86YV5,149620.0,14.8,14.0,14.0
Q86YV9,HPS6,Hermansky-Pudlak syndrome 6 protein,HPS6__Q86YV9,82974.0,21.3,14.0,14.0
Q86YW5-2,TREML1,Trem-like transcript 1 protein,TREML1__Q86YW5-2,21323.0,13.1,2.0,2.0
Q86Z14,KLB,Beta-klotho,KLB__Q86Z14,119810.0,5.5,6.0,6.0
Q8IU60-2,DCP2,m7GpppN-mRNA hydrolase,DCP2__Q8IU60-2,44442.0,22.1,5.0,5.0
Q8IU80-1,TMPRSS6,Transmembrane protease serine 6,TMPRSS6__Q8IU80-1,88873.0,5.2,4.0,4.0
Q8IU81,IRF2BP1,Interferon regulatory factor 2-binding protein 1,IRF2BP1__Q8IU81,61687.0,38.4,21.0,21.0
Q8IU85,CAMK1D,Calcium/calmodulin-dependent protein kinase type 1D,CAMK1D__Q8IU85,42913.0,45.2,14.0,10.0
Q8IUC4,RHPN2,Rhophilin-2,RHPN2__Q8IUC4,76992.0,17.2,10.0,10.0
X6RLX0,ERC1,ELKS/Rab6-interacting/CAST family member 1,ERC1__X6RLX0,128470.0,48.7,51.0,33.0
Q8IUD6,RNF135,E3 ubiquitin-protein ligase RNF135,RNF135__Q8IUD6,47888.0,28.0,7.0,7.0
Q8IUE6,HIST2H2AB,Histone H2A type 2-B,HIST2H2AB__Q8IUE6,13995.0,63.8,8.0,2.0
Q8IUF1,CBWD2,COBW domain-containing protein 2,CBWD2__Q8IUF1,44034.0,28.1,8.0,1.0
Q8IUF8-4,MINA,Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA,MINA__Q8IUF8-4,52672.0,31.0,12.0,12.0
Q8IUH3-3,RBM45,RNA-binding protein 45,RBM45__Q8IUH3-3,53346.0,18.4,8.0,8.0
Q8IUH4,ZDHHC13,Palmitoyltransferase ZDHHC13,ZDHHC13__Q8IUH4,70860.0,23.6,12.0,11.0
Q8IUH5,ZDHHC17,Palmitoyltransferase ZDHHC17,ZDHHC17__Q8IUH5,72639.0,16.3,9.0,8.0
Q8IUI8,CRLF3,Cytokine receptor-like factor 3,CRLF3__Q8IUI8,49765.0,36.0,14.0,
Q8IUR0,TRAPPC5,Trafficking protein particle complex subunit 5,TRAPPC5__Q8IUR0,20783.0,47.9,8.0,8.0
Q8IUR7,ARMC8,Armadillo repeat-containing protein 8,ARMC8__Q8IUR7,75509.0,43.4,23.0,23.0
Q8IUW3,SPATA2L,Spermatogenesis-associated protein 2-like protein,SPATA2L__Q8IUW3,46178.0,9.0,3.0,3.0
Q8IUW5,RELL1,RELT-like protein 1,RELL1__Q8IUW5,29340.0,21.8,4.0,4.0
Q8IUX1-4,TMEM126B,"Complex I assembly factor TMEM126B, mitochondrial",TMEM126B__Q8IUX1-4,18890.0,29.4,4.0,2.0
Q8IUX4,APOBEC3F,DNA dC->dU-editing enzyme APOBEC-3F,APOBEC3F__Q8IUX4,45020.0,21.2,7.0,3.0
