Protein ID,Gene names,Protein names,ProteinID_Genename,Genename_ProteinID
Q13257,MAD2L1,Mitotic spindle assembly checkpoint protein MAD2A,Q13257_MAD2L1,MAD2L1__Q13257
Q13263,TRIM28,Transcription intermediary factor 1-beta,Q13263_TRIM28,TRIM28__Q13263
Q13268,DHRS2,"Dehydrogenase/reductase SDR family member 2, mitochondrial",Q13268_DHRS2,DHRS2__Q13268
Q13283,G3BP1,Ras GTPase-activating protein-binding protein 1,Q13283_G3BP1,G3BP1__Q13283
Q13287,NMI,N-myc-interactor,Q13287_NMI,NMI__Q13287
Q96QJ2,SLAMF1,Signaling lymphocytic activation molecule,Q96QJ2_SLAMF1,SLAMF1__Q96QJ2
Q13303-2,KCNAB2,Voltage-gated potassium channel subunit beta-2,Q13303-2_KCNAB2,KCNAB2__Q13303-2
Q13308,PTK7,Inactive tyrosine-protein kinase 7,Q13308_PTK7,PTK7__Q13308
Q13310-3,PABPC4,Polyadenylate-binding protein 4,Q13310-3_PABPC4,PABPC4__Q13310-3
Q13315,ATM,Serine-protein kinase ATM,Q13315_ATM,ATM__Q13315
Q13322-2,GRB10,Growth factor receptor-bound protein 10,Q13322-2_GRB10,GRB10__Q13322-2
Q13325,IFIT5,Interferon-induced protein with tetratricopeptide repeats 5,Q13325_IFIT5,IFIT5__Q13325
Q13326,SGCG,Gamma-sarcoglycan,Q13326_SGCG,SGCG__Q13326
Q13330,MTA1,Metastasis-associated protein MTA1,Q13330_MTA1,MTA1__Q13330
Q13332-6,PTPRS,Receptor-type tyrosine-protein phosphatase S,Q13332-6_PTPRS,PTPRS__Q13332-6
Q13342-3,SP140,Nuclear body protein SP140,Q13342-3_SP140,SP140__Q13342-3
Q13347,EIF3I,Eukaryotic translation initiation factor 3 subunit I,Q13347_EIF3I,EIF3I__Q13347
Q13356,PPIL2,Peptidyl-prolyl cis-trans isomerase-like 2,Q13356_PPIL2,PPIL2__Q13356
Q13362-4,PPP2R5C,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,Q13362-4_PPP2R5C,PPP2R5C__Q13362-4
Q13363,CTBP1,C-terminal-binding protein 1,Q13363_CTBP1,CTBP1__Q13363
Q13370,PDE3B,"cGMP-inhibited 3,5-cyclic phosphodiesterase B",Q13370_PDE3B,PDE3B__Q13370
Q13371,PDCL,Phosducin-like protein,Q13371_PDCL,PDCL__Q13371
Q13393,PLD1,Phospholipase D1,Q13393_PLD1,PLD1__Q13393
Q13395,TARBP1,Probable methyltransferase TARBP1,Q13395_TARBP1,TARBP1__Q13395
Q13402,MYO7A,Unconventional myosin-VIIa,Q13402_MYO7A,MYO7A__Q13402
Q13405,MRPL49,"39S ribosomal protein L49, mitochondrial",Q13405_MRPL49,MRPL49__Q13405
Q13409-3,DYNC1I2,Cytoplasmic dynein 1 intermediate chain 2,Q13409-3_DYNC1I2,DYNC1I2__Q13409-3
Q13409-6,DYNC1I2,Cytoplasmic dynein 1 intermediate chain 2,Q13409-6_DYNC1I2,DYNC1I2__Q13409-6
Q13416,ORC2,Origin recognition complex subunit 2,Q13416_ORC2,ORC2__Q13416
Q13422-7,IKZF1,DNA-binding protein Ikaros,Q13422-7_IKZF1,IKZF1__Q13422-7
Q13423,NNT,"NAD(P) transhydrogenase, mitochondrial",Q13423_NNT,NNT__Q13423
Q13424,SNTA1,Alpha-1-syntrophin,Q13424_SNTA1,SNTA1__Q13424
Q13425,SNTB2,Beta-2-syntrophin,Q13425_SNTB2,SNTB2__Q13425
Q13426,XRCC4,DNA repair protein XRCC4,Q13426_XRCC4,XRCC4__Q13426
Q13427,PPIG,Peptidyl-prolyl cis-trans isomerase G,Q13427_PPIG,PPIG__Q13427
Q13428-3,TCOF1,Treacle protein,Q13428-3_TCOF1,TCOF1__Q13428-3
Q13432,UNC119,Protein unc-119 homolog A,Q13432_UNC119,UNC119__Q13432
Q13433,SLC39A6,Zinc transporter ZIP6,Q13433_SLC39A6,SLC39A6__Q13433
Q13435,SF3B2,Splicing factor 3B subunit 2,Q13435_SF3B2,SF3B2__Q13435
Q13438,OS9,Protein OS-9,Q13438_OS9,OS9__Q13438
Q13439-5,GOLGA4,Golgin subfamily A member 4,Q13439-5_GOLGA4,GOLGA4__Q13439-5
Q13442,PDAP1,28 kDa heat- and acid-stable phosphoprotein,Q13442_PDAP1,PDAP1__Q13442
Q13443,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,Q13443_ADAM9,ADAM9__Q13443
Q13444-3,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,Q13444-3_ADAM15,ADAM15__Q13444-3
Q13445,TMED1,Transmembrane emp24 domain-containing protein 1,Q13445_TMED1,TMED1__Q13445
Q13451,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,Q13451_FKBP5,FKBP5__Q13451
Q13454-2,TUSC3,Tumor suppressor candidate 3,Q13454-2_TUSC3,TUSC3__Q13454-2
Q13464,ROCK1,Rho-associated protein kinase 1,Q13464_ROCK1,ROCK1__Q13464
Q13469-3,NFATC2,"Nuclear factor of activated T-cells, cytoplasmic 2",Q13469-3_NFATC2,NFATC2__Q13469-3
Q13472-3,TOP3A,DNA topoisomerase 3-alpha,Q13472-3_TOP3A,TOP3A__Q13472-3
Q13478,IL18R1,Interleukin-18 receptor 1,Q13478_IL18R1,IL18R1__Q13478
Q13480-2,GAB1,GRB2-associated-binding protein 1,Q13480-2_GAB1,GAB1__Q13480-2
Q13488,TCIRG1,V-type proton ATPase 116 kDa subunit a isoform 3,Q13488_TCIRG1,TCIRG1__Q13488
Q13489,BIRC3,Baculoviral IAP repeat-containing protein 3,Q13489_BIRC3,BIRC3__Q13489
Q13492-2,PICALM,Phosphatidylinositol-binding clathrin assembly protein,Q13492-2_PICALM,PICALM__Q13492-2
Q13496,MTM1,Myotubularin,Q13496_MTM1,MTM1__Q13496
Q13501,SQSTM1,Sequestosome-1,Q13501_SQSTM1,SQSTM1__Q13501
Q13503,MED21,Mediator of RNA polymerase II transcription subunit 21,Q13503_MED21,MED21__Q13503
Q13506,NAB1,NGFI-A-binding protein 1,Q13506_NAB1,NAB1__Q13506
Q13509,TUBB3,Tubulin beta-3 chain,Q13509_TUBB3,TUBB3__Q13509
Q13522,PPP1R1A,Protein phosphatase 1 regulatory subunit 1A,Q13522_PPP1R1A,PPP1R1A__Q13522
Q13523,PRPF4B,Serine/threonine-protein kinase PRP4 homolog,Q13523_PRPF4B,PRPF4B__Q13523
Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,Q13526_PIN1,PIN1__Q13526
Q13530-2,SERINC3,Serine incorporator 3,Q13530-2_SERINC3,SERINC3__Q13530-2
Q13535-2,ATR,Serine/threonine-protein kinase ATR,Q13535-2_ATR,ATR__Q13535-2
Q13541,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,Q13541_EIF4EBP1,EIF4EBP1__Q13541
Q13542,EIF4EBP2,Eukaryotic translation initiation factor 4E-binding protein 2,Q13542_EIF4EBP2,EIF4EBP2__Q13542
Q13546,RIPK1,Receptor-interacting serine/threonine-protein kinase 1,Q13546_RIPK1,RIPK1__Q13546
Q13547,HDAC1,Histone deacetylase 1,Q13547_HDAC1,HDAC1__Q13547
Q13555-9,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma,Q13555-9_CAMK2G,CAMK2G__Q13555-9
Q13557-10,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,Q13557-10_CAMK2D,CAMK2D__Q13557-10
Q13561,DCTN2,Dynactin subunit 2,Q13561_DCTN2,DCTN2__Q13561
Q13563-3,PKD2,Polycystin-2,Q13563-3_PKD2,PKD2__Q13563-3
Q13564-3,NAE1,NEDD8-activating enzyme E1 regulatory subunit,Q13564-3_NAE1,NAE1__Q13564-3
Q13568-4,IRF5,Interferon regulatory factor 5,Q13568-4_IRF5,IRF5__Q13568-4
Q13571,LAPTM5,Lysosomal-associated transmembrane protein 5,Q13571_LAPTM5,LAPTM5__Q13571
Q13572,ITPK1,Inositol-tetrakisphosphate 1-kinase,Q13572_ITPK1,ITPK1__Q13572
Q13573,SNW1,SNW domain-containing protein 1,Q13573_SNW1,SNW1__Q13573
Q13574-6,DGKZ,Diacylglycerol kinase zeta,Q13574-6_DGKZ,DGKZ__Q13574-6
Q13576,IQGAP2,Ras GTPase-activating-like protein IQGAP2,Q13576_IQGAP2,IQGAP2__Q13576
Q13586,STIM1,Stromal interaction molecule 1,Q13586_STIM1,STIM1__Q13586
Q13591,SEMA5A,Semaphorin-5A,Q13591_SEMA5A,SEMA5A__Q13591
Q13595,TRA2A,Transformer-2 protein homolog alpha,Q13595_TRA2A,TRA2A__Q13595
Q13596,SNX1,Sorting nexin-1,Q13596_SNX1,SNX1__Q13596
Q13601,KRR1,KRR1 small subunit processome component homolog,Q13601_KRR1,KRR1__Q13601
Q13608,PEX6,Peroxisome assembly factor 2,Q13608_PEX6,PEX6__Q13608
Q13609,DNASE1L3,Deoxyribonuclease gamma,Q13609_DNASE1L3,DNASE1L3__Q13609
Q13610,PWP1,Periodic tryptophan protein 1 homolog,Q13610_PWP1,PWP1__Q13610
Q13614,MTMR2,Myotubularin-related protein 2,Q13614_MTMR2,MTMR2__Q13614
Q13615-3,MTMR3,Myotubularin-related protein 3,Q13615-3_MTMR3,MTMR3__Q13615-3
Q13616,CUL1,Cullin-1,Q13616_CUL1,CUL1__Q13616
Q13618,CUL3,Cullin-3,Q13618_CUL3,CUL3__Q13618
Q13619,CUL4A,Cullin-4A,Q13619_CUL4A,CUL4A__Q13619
Q13625-2,TP53BP2,Apoptosis-stimulating of p53 protein 2,Q13625-2_TP53BP2,TP53BP2__Q13625-2
Q13627-3,DYRK1A,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Q13627-3_DYRK1A,DYRK1A__Q13627-3
Q13630,TSTA3,GDP-L-fucose synthase,Q13630_TSTA3,TSTA3__Q13630
Q13636,RAB31,Ras-related protein Rab-31,Q13636_RAB31,RAB31__Q13636
Q13637,RAB32,Ras-related protein Rab-32,Q13637_RAB32,RAB32__Q13637
Q13641,TPBG,Trophoblast glycoprotein,Q13641_TPBG,TPBG__Q13641
Q13642-5,FHL1,Four and a half LIM domains protein 1,Q13642-5_FHL1,FHL1__Q13642-5
Q13643,FHL3,Four and a half LIM domains protein 3,Q13643_FHL3,FHL3__Q13643
Q13670,PMS2P11,Putative postmeiotic segregation increased 2-like protein 11,Q13670_PMS2P11,PMS2P11__Q13670
Q13671,RIN1,Ras and Rab interactor 1,Q13671_RIN1,RIN1__Q13671
Q13683-3,ITGA7,Integrin alpha-7,Q13683-3_ITGA7,ITGA7__Q13683-3
Q13724,MOGS,Mannosyl-oligosaccharide glucosidase,Q13724_MOGS,MOGS__Q13724
Q13740-2,ALCAM,CD166 antigen,Q13740-2_ALCAM,ALCAM__Q13740-2
Q13751,LAMB3,Laminin subunit beta-3,Q13751_LAMB3,LAMB3__Q13751
Q13753-2,LAMC2,Laminin subunit gamma-2,Q13753-2_LAMC2,LAMC2__Q13753-2
Q13761,RUNX3,Runt-related transcription factor 3,Q13761_RUNX3,RUNX3__Q13761
Q13769,THOC5,THO complex subunit 5 homolog,Q13769_THOC5,THOC5__Q13769
Q13772,NCOA4,Nuclear receptor coactivator 4,Q13772_NCOA4,NCOA4__Q13772
Q13790,APOF,Apolipoprotein F,Q13790_APOF,APOF__Q13790
Q13794,PMAIP1,Phorbol-12-myristate-13-acetate-induced protein 1,Q13794_PMAIP1,PMAIP1__Q13794
Q13795,ARFRP1,ADP-ribosylation factor-related protein 1,Q13795_ARFRP1,ARFRP1__Q13795
Q13796,SHROOM2,Protein Shroom2,Q13796_SHROOM2,SHROOM2__Q13796
Q13797,ITGA9,Integrin alpha-9,Q13797_ITGA9,ITGA9__Q13797
Q13813,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",Q13813_SPTAN1,SPTAN1__Q13813
Q13813-3,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",Q13813-3_SPTAN1,SPTAN1__Q13813-3
Q13823,GNL2,Nucleolar GTP-binding protein 2,Q13823_GNL2,GNL2__Q13823
Q13825,AUH,"Methylglutaconyl-CoA hydratase, mitochondrial",Q13825_AUH,AUH__Q13825
Q13838,DDX39B,Spliceosome RNA helicase DDX39B,Q13838_DDX39B,DDX39B__Q13838
Q13867,BLMH,Bleomycin hydrolase,Q13867_BLMH,BLMH__Q13867
Q13868,EXOSC2,Exosome complex component RRP4,Q13868_EXOSC2,EXOSC2__Q13868
Q13873,BMPR2,Bone morphogenetic protein receptor type-2,Q13873_BMPR2,BMPR2__Q13873
Q13884,SNTB1,Beta-1-syntrophin,Q13884_SNTB1,SNTB1__Q13884
Q13885,TUBB2A,Tubulin beta-2A chain,Q13885_TUBB2A,TUBB2A__Q13885
Q6P1K8,GTF2H2C,General transcription factor IIH subunit 2-like protein,Q6P1K8_GTF2H2C,GTF2H2C__Q6P1K8
Q13889-2,GTF2H3,General transcription factor IIH subunit 3,Q13889-2_GTF2H3,GTF2H3__Q13889-2
Q13895,BYSL,Bystin,Q13895_BYSL,BYSL__Q13895
Q13905-4,RAPGEF1,Rap guanine nucleotide exchange factor 1,Q13905-4_RAPGEF1,RAPGEF1__Q13905-4
Q13907,IDI1,Isopentenyl-diphosphate Delta-isomerase 1,Q13907_IDI1,IDI1__Q13907
Q13948,CUX1,Protein CASP,Q13948_CUX1,CUX1__Q13948
Q13950-2,RUNX2,Runt-related transcription factor 2,Q13950-2_RUNX2,RUNX2__Q13950-2
Q13951-2,CBFB,Core-binding factor subunit beta,Q13951-2_CBFB,CBFB__Q13951-2
Q13952-3,NFYC,Nuclear transcription factor Y subunit gamma,Q13952-3_NFYC,NFYC__Q13952-3
Q13976,PRKG1,cGMP-dependent protein kinase 1,Q13976_PRKG1,PRKG1__Q13976
Q13976-2,PRKG1,cGMP-dependent protein kinase 1,Q13976-2_PRKG1,PRKG1__Q13976-2
Q14004-2,CDK13,Cyclin-dependent kinase 13,Q14004-2_CDK13,CDK13__Q14004-2
Q14005-2,IL16,Pro-interleukin-16,Q14005-2_IL16,IL16__Q14005-2
Q14008,CKAP5,Cytoskeleton-associated protein 5,Q14008_CKAP5,CKAP5__Q14008
Q14011,CIRBP,Cold-inducible RNA-binding protein,Q14011_CIRBP,CIRBP__Q14011
Q14012,CAMK1,Calcium/calmodulin-dependent protein kinase type 1,Q14012_CAMK1,CAMK1__Q14012
Q14019,COTL1,Coactosin-like protein,Q14019_COTL1,COTL1__Q14019
Q14032,BAAT,Bile acid-CoA:amino acid N-acyltransferase,Q14032_BAAT,BAAT__Q14032
Q14088,RAB33A,Ras-related protein Rab-33A,Q14088_RAB33A,RAB33A__Q14088
Q14103-3,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,Q14103-3_HNRNPD,HNRNPD__Q14103-3
Q14112-2,NID2,Nidogen-2,Q14112-2_NID2,NID2__Q14112-2
Q14114-4,LRP8,Low-density lipoprotein receptor-related protein 8,Q14114-4_LRP8,LRP8__Q14114-4
Q14116,IL18,Interleukin-18,Q14116_IL18,IL18__Q14116
Q14117,DPYS,Dihydropyrimidinase,Q14117_DPYS,DPYS__Q14117
Q14118,DAG1,Dystroglycan,Q14118_DAG1,DAG1__Q14118
Q14123,PDE1C,"Calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase 1C",Q14123_PDE1C,PDE1C__Q14123
Q14126,DSG2,Desmoglein-2,Q14126_DSG2,DSG2__Q14126
Q14137,BOP1,Ribosome biogenesis protein BOP1,Q14137_BOP1,BOP1__Q14137
Q14139,UBE4A,Ubiquitin conjugation factor E4 A,Q14139_UBE4A,UBE4A__Q14139
Q14142,TRIM14,Tripartite motif-containing protein 14,Q14142_TRIM14,TRIM14__Q14142
Q14145,KEAP1,Kelch-like ECH-associated protein 1,Q14145_KEAP1,KEAP1__Q14145
Q14146,URB2,Unhealthy ribosome biogenesis protein 2 homolog,Q14146_URB2,URB2__Q14146
Q14147,DHX34,Probable ATP-dependent RNA helicase DHX34,Q14147_DHX34,DHX34__Q14147
Q14149,MORC3,MORC family CW-type zinc finger protein 3,Q14149_MORC3,MORC3__Q14149
Q14151,SAFB2,Scaffold attachment factor B2,Q14151_SAFB2,SAFB2__Q14151
Q14152,EIF3A,Eukaryotic translation initiation factor 3 subunit A,Q14152_EIF3A,EIF3A__Q14152
Q14155-2,ARHGEF7,Rho guanine nucleotide exchange factor 7,Q14155-2_ARHGEF7,ARHGEF7__Q14155-2
Q14157,UBAP2L,Ubiquitin-associated protein 2-like,Q14157_UBAP2L,UBAP2L__Q14157
Q14161,GIT2,ARF GTPase-activating protein GIT2,Q14161_GIT2,GIT2__Q14161
Q14164,IKBKE,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Q14164_IKBKE,IKBKE__Q14164
Q14165,MLEC,Malectin,Q14165_MLEC,MLEC__Q14165
Q14166,TTLL12,Tubulin--tyrosine ligase-like protein 12,Q14166_TTLL12,TTLL12__Q14166
Q14181,POLA2,DNA polymerase alpha subunit B,Q14181_POLA2,POLA2__Q14181
Q14185,DOCK1,Dedicator of cytokinesis protein 1,Q14185_DOCK1,DOCK1__Q14185
Q14186,TFDP1,Transcription factor Dp-1,Q14186_TFDP1,TFDP1__Q14186
Q14191,WRN,Werner syndrome ATP-dependent helicase,Q14191_WRN,WRN__Q14191
Q14194,CRMP1,Dihydropyrimidinase-related protein 1,Q14194_CRMP1,CRMP1__Q14194
Q14195-2,DPYSL3,Dihydropyrimidinase-related protein 3,Q14195-2_DPYSL3,DPYSL3__Q14195-2
Q14204,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,Q14204_DYNC1H1,DYNC1H1__Q14204
Q14207,NPAT,Protein NPAT,Q14207_NPAT,NPAT__Q14207
Q14213,EBI3,Interleukin-27 subunit beta,Q14213_EBI3,EBI3__Q14213
Q14232,EIF2B1,Translation initiation factor eIF-2B subunit alpha,Q14232_EIF2B1,EIF2B1__Q14232
Q14240-2,EIF4A2,Eukaryotic initiation factor 4A-II,Q14240-2_EIF4A2,EIF4A2__Q14240-2
Q14244,MAP7,Ensconsin,Q14244_MAP7,MAP7__Q14244
Q14247,CTTN,Src substrate cortactin,Q14247_CTTN,CTTN__Q14247
Q14249,ENDOG,"Endonuclease G, mitochondrial",Q14249_ENDOG,ENDOG__Q14249
Q14254,FLOT2,Flotillin-2,Q14254_FLOT2,FLOT2__Q14254
Q14257,RCN2,Reticulocalbin-2,Q14257_RCN2,RCN2__Q14257
Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,Q14258_TRIM25,TRIM25__Q14258
Q14289-2,PTK2B,Protein-tyrosine kinase 2-beta,Q14289-2_PTK2B,PTK2B__Q14289-2
Q14314,FGL2,Fibroleukin,Q14314_FGL2,FGL2__Q14314
Q14315,FLNC,Filamin-C,Q14315_FLNC,FLNC__Q14315
Q14318-2,FKBP8,Peptidyl-prolyl cis-trans isomerase FKBP8,Q14318-2_FKBP8,FKBP8__Q14318-2
Q14320,FAM50A,Protein FAM50A,Q14320_FAM50A,FAM50A__Q14320
Q14324,MYBPC2,"Myosin-binding protein C, fast-type",Q14324_MYBPC2,MYBPC2__Q14324
Q14331,FRG1,Protein FRG1,Q14331_FRG1,FRG1__Q14331
Q14332,FZD2,Frizzled-2,Q14332_FZD2,FZD2__Q14332
Q14344,GNA13,Guanine nucleotide-binding protein subunit alpha-13,Q14344_GNA13,GNA13__Q14344
Q14353,GAMT,Guanidinoacetate N-methyltransferase,Q14353_GAMT,GAMT__Q14353
Q14376,GALE,UDP-glucose 4-epimerase,Q14376_GALE,GALE__Q14376
Q14392,LRRC32,Leucine-rich repeat-containing protein 32,Q14392_LRRC32,LRRC32__Q14392
Q14393-2,GAS6,Growth arrest-specific protein 6,Q14393-2_GAS6,GAS6__Q14393-2
Q14397,GCKR,Glucokinase regulatory protein,Q14397_GCKR,GCKR__Q14397
Q14410,GK2,Glycerol kinase 2,Q14410_GK2,GK2__Q14410
Q14432,PDE3A,"cGMP-inhibited 3,5-cyclic phosphodiesterase A",Q14432_PDE3A,PDE3A__Q14432
Q14439-3,GPR176,Probable G-protein coupled receptor 176,Q14439-3_GPR176,GPR176__Q14439-3
Q14444-2,CAPRIN1,Caprin-1,Q14444-2_CAPRIN1,CAPRIN1__Q14444-2
Q14449-2,GRB14,Growth factor receptor-bound protein 14,Q14449-2_GRB14,GRB14__Q14449-2
Q14451-4,GRB7,Growth factor receptor-bound protein 7,Q14451-4_GRB7,GRB7__Q14451-4
Q14457,BECN1,Beclin-1,Q14457_BECN1,BECN1__Q14457
Q14498-2,RBM39,RNA-binding protein 39,Q14498-2_RBM39,RBM39__Q14498-2
Q14511-3,NEDD9,Enhancer of filamentation 1,Q14511-3_NEDD9,NEDD9__Q14511-3
Q14515,SPARCL1,SPARC-like protein 1,Q14515_SPARCL1,SPARCL1__Q14515
Q14520-2,HABP2,Hyaluronan-binding protein 2,Q14520-2_HABP2,HABP2__Q14520-2
Q14526-2,HIC1,Hypermethylated in cancer 1 protein,Q14526-2_HIC1,HIC1__Q14526-2
Q14534,SQLE,Squalene monooxygenase,Q14534_SQLE,SQLE__Q14534
Q14554,PDIA5,Protein disulfide-isomerase A5,Q14554_PDIA5,PDIA5__Q14554
Q14558-2,PRPSAP1,Phosphoribosyl pyrophosphate synthase-associated protein 1,Q14558-2_PRPSAP1,PRPSAP1__Q14558-2
Q14562,DHX8,ATP-dependent RNA helicase DHX8,Q14562_DHX8,DHX8__Q14562
Q14566,MCM6,DNA replication licensing factor MCM6,Q14566_MCM6,MCM6__Q14566
Q14571,ITPR2,"Inositol 1,4,5-trisphosphate receptor type 2",Q14571_ITPR2,ITPR2__Q14571
Q14573,ITPR3,"Inositol 1,4,5-trisphosphate receptor type 3",Q14573_ITPR3,ITPR3__Q14573
Q14596-2,NBR1,Next to BRCA1 gene 1 protein,Q14596-2_NBR1,NBR1__Q14596-2
Q14642,INPP5A,"Type I inositol 1,4,5-trisphosphate 5-phosphatase",Q14642_INPP5A,INPP5A__Q14642
Q14643-4,ITPR1,"Inositol 1,4,5-trisphosphate receptor type 1",Q14643-4_ITPR1,ITPR1__Q14643-4
Q14644,RASA3,Ras GTPase-activating protein 3,Q14644_RASA3,RASA3__Q14644
Q14651,PLS1,Plastin-1,Q14651_PLS1,PLS1__Q14651
Q14653,IRF3,Interferon regulatory factor 3,Q14653_IRF3,IRF3__Q14653
Q14657,LAGE3,EKC/KEOPS complex subunit LAGE3,Q14657_LAGE3,LAGE3__Q14657
Q14667,KIAA0100,Protein KIAA0100,Q14667_KIAA0100,KIAA0100__Q14667
Q14669-2,TRIP12,E3 ubiquitin-protein ligase TRIP12,Q14669-2_TRIP12,TRIP12__Q14669-2
Q14669-3,TRIP12,E3 ubiquitin-protein ligase TRIP12,Q14669-3_TRIP12,TRIP12__Q14669-3
Q14671,PUM1,Pumilio homolog 1,Q14671_PUM1,PUM1__Q14671
Q14674,ESPL1,Separin,Q14674_ESPL1,ESPL1__Q14674
Q14676,MDC1,Mediator of DNA damage checkpoint protein 1,Q14676_MDC1,MDC1__Q14676
Q14677-3,CLINT1,Clathrin interactor 1,Q14677-3_CLINT1,CLINT1__Q14677-3
Q14678-2,KANK1,KN motif and ankyrin repeat domain-containing protein 1,Q14678-2_KANK1,KANK1__Q14678-2
Q14681,KCTD2,BTB/POZ domain-containing protein KCTD2,Q14681_KCTD2,KCTD2__Q14681
Q14683,SMC1A,Structural maintenance of chromosomes protein 1A,Q14683_SMC1A,SMC1A__Q14683
Q14684,RRP1B,Ribosomal RNA processing protein 1 homolog B,Q14684_RRP1B,RRP1B__Q14684
Q14686,NCOA6,Nuclear receptor coactivator 6,Q14686_NCOA6,NCOA6__Q14686
Q14687-2,GSE1,Genetic suppressor element 1,Q14687-2_GSE1,GSE1__Q14687-2
Q14689-6,DIP2A,Disco-interacting protein 2 homolog A,Q14689-6_DIP2A,DIP2A__Q14689-6
Q14690,PDCD11,Protein RRP5 homolog,Q14690_PDCD11,PDCD11__Q14690
Q14691,GINS1,DNA replication complex GINS protein PSF1,Q14691_GINS1,GINS1__Q14691
Q14692,BMS1,Ribosome biogenesis protein BMS1 homolog,Q14692_BMS1,BMS1__Q14692
Q14693,LPIN1,Phosphatidate phosphatase LPIN1,Q14693_LPIN1,LPIN1__Q14693
Q14694,USP10,Ubiquitin carboxyl-terminal hydrolase 10,Q14694_USP10,USP10__Q14694
Q14696,MESDC2,LDLR chaperone MESD,Q14696_MESDC2,MESDC2__Q14696
Q14697,GANAB,Neutral alpha-glucosidase AB,Q14697_GANAB,GANAB__Q14697
Q14697-2,GANAB,Neutral alpha-glucosidase AB,Q14697-2_GANAB,GANAB__Q14697-2
Q14699,RFTN1,Raftlin,Q14699_RFTN1,RFTN1__Q14699
Q14703,MBTPS1,Membrane-bound transcription factor site-1 protease,Q14703_MBTPS1,MBTPS1__Q14703
Q14714,SSPN,Sarcospan,Q14714_SSPN,SSPN__Q14714
Q14722-3,KCNAB1,Voltage-gated potassium channel subunit beta-1,Q14722-3_KCNAB1,KCNAB1__Q14722-3
Q14728,MFSD10,Major facilitator superfamily domain-containing protein 10,Q14728_MFSD10,MFSD10__Q14728
Q14738,PPP2R5D,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,Q14738_PPP2R5D,PPP2R5D__Q14738
Q14739,LBR,Lamin-B receptor,Q14739_LBR,LBR__Q14739
Q14746-2,COG2,Conserved oligomeric Golgi complex subunit 2,Q14746-2_COG2,COG2__Q14746-2
Q14749,GNMT,Glycine N-methyltransferase,Q14749_GNMT,GNMT__Q14749
Q14761,PTPRCAP,Protein tyrosine phosphatase receptor type C-associated protein,Q14761_PTPRCAP,PTPRCAP__Q14761
Q14764,MVP,Major vault protein,Q14764_MVP,MVP__Q14764
Q14765,STAT4,Signal transducer and activator of transcription 4,Q14765_STAT4,STAT4__Q14765
Q14766,LTBP1,Latent-transforming growth factor beta-binding protein 1,Q14766_LTBP1,LTBP1__Q14766
Q14773-2,ICAM4,Intercellular adhesion molecule 4,Q14773-2_ICAM4,ICAM4__Q14773-2
Q14789,GOLGB1,Golgin subfamily B member 1,Q14789_GOLGB1,GOLGB1__Q14789
Q14789-2,GOLGB1,Golgin subfamily B member 1,Q14789-2_GOLGB1,GOLGB1__Q14789-2
Q14790-2,CASP8,Caspase-8,Q14790-2_CASP8,CASP8__Q14790-2
Q147X3,NAA30,N-alpha-acetyltransferase 30,Q147X3_NAA30,NAA30__Q147X3
Q14814-4,MEF2D,Myocyte-specific enhancer factor 2D,Q14814-4_MEF2D,MEF2D__Q14814-4
Q14847,LASP1,LIM and SH3 domain protein 1,Q14847_LASP1,LASP1__Q14847
Q14849-2,STARD3,StAR-related lipid transfer protein 3,Q14849-2_STARD3,STARD3__Q14849-2
Q14865,ARID5B,AT-rich interactive domain-containing protein 5B,Q14865_ARID5B,ARID5B__Q14865
Q14894,CRYM,Ketimine reductase mu-crystallin,Q14894_CRYM,CRYM__Q14894
Q14914,PTGR1,Prostaglandin reductase 1,Q14914_PTGR1,PTGR1__Q14914
Q14934-18,NFATC4,"Nuclear factor of activated T-cells, cytoplasmic 4",Q14934-18_NFATC4,NFATC4__Q14934-18
Q14938-6,NFIX,Nuclear factor 1 X-type,Q14938-6_NFIX,NFIX__Q14938-6
Q14956-2,GPNMB,Transmembrane glycoprotein NMB,Q14956-2_GPNMB,GPNMB__Q14956-2
Q14964,RAB39A,Ras-related protein Rab-39A,Q14964_RAB39A,RAB39A__Q14964
Q14966,ZNF638,Zinc finger protein 638,Q14966_ZNF638,ZNF638__Q14966
Q14973,SLC10A1,Sodium/bile acid cotransporter,Q14973_SLC10A1,SLC10A1__Q14973
